2,100,0.137
2,200,0.289
2,300,0.462
2,400,0.589
2,500,0.784
2,600,1.707
2,700,1.324
2,800,1.726
2,900,1.266
2,1000,1.511
2,1100,1.712
2,1200,1.965
2,1300,2.143
2,1400,2.248
2,1500,2.362
2,1600,2.554
2,1700,2.519
2,1800,2.613
2,1900,2.7
2,2000,2.785
2,2100,3.188
2,2200,3.17
2,2300,3.448
2,2400,3.633
2,2500,3.757
2,2600,4.1
2,2700,4.043
2,2800,4.222
2,2900,4.457
2,3000,6.093
2,3100,4.982
2,3200,4.864
2,3300,4.942
2,3400,4.929
2,3500,5.039
2,3600,5.161
2,3700,5.241
2,3800,5.427
2,3900,5.454
2,4000,5.665
2,4100,5.807
2,4200,6.21
2,4300,6.759
2,4400,6.586
2,4500,6.708
2,4600,7.763
2,4700,7.812
2,4800,7.522
2,4900,7.59
2,5000,7.982
2,5100,8.275
2,5200,8.278
2,5300,7.996
2,5400,8.125
2,5500,8.268
2,5600,8.553
2,5700,8.693
2,5800,8.899
2,5900,8.992
2,6000,9.154
2,6100,9.475
2,6200,9.251
2,6300,9.362
2,6400,9.566
2,6500,9.684
2,6600,9.961
2,6700,10.103
2,6800,10.155
2,6900,10.242
2,7000,10.35
2,7100,10.42
2,7200,10.504
2,7300,10.655
2,7400,10.677
2,7500,15.034
2,7600,11.055
2,7700,11.052
2,7800,11.23
2,7900,11.366
2,8000,11.492
2,8100,11.643
2,8200,11.779
2,8300,12.175
2,8400,13.728
2,8500,13.486
2,8600,12.794
2,8700,12.964
2,8800,13.785
2,8900,13.592
2,9000,13.757
2,9100,14.006
2,9200,14.181
2,9300,15.949
2,9400,17.308
2,9500,14.419
2,9600,14.562
2,9700,14.844
2,9800,15.123
2,9900,15.239
2,10000,15.276
2,10100,15.448
2,10200,17.969
2,10300,15.948
2,10400,16.195
2,10500,16.301
2,10600,16.222
2,10700,16.406
2,10800,16.533
2,10900,16.864
2,11000,17.007
2,11100,17.225
2,11200,17.269
2,11300,17.405
2,11400,20.019
2,11500,17.967
2,11600,17.9
2,11700,18.176
2,11800,18.151
2,11900,19.392
2,12000,18.213
2,12100,18.275
2,12200,18.672
2,12300,18.845
2,12400,21.805
2,12500,19.084
2,12600,19.257
2,12700,19.362
2,12800,19.527
2,12900,19.664
2,13000,19.768
2,13100,20.273
2,13200,21.112
2,13300,20.061
2,13400,20.372
2,13500,20.425
2,13600,20.439
2,13700,23.192
2,13800,20.737
2,13900,20.917
2,14000,21.135
2,14100,21.2
2,14200,22.58
2,14300,21.002
2,14400,21.068
2,14500,21.397
2,14600,21.607
2,14700,21.781
2,14800,23.145
2,14900,22.068
2,15000,22.148
2,15100,24.532
2,15200,23.621
2,15300,23.169
2,15400,22.762
2,15500,23.117
2,15600,23.159
2,15700,22.961
2,15800,23.067
2,15900,23.17
2,16000,24.568
2,16100,23.532
2,16200,25.506
2,16300,23.788
2,16400,23.901
2,16500,25.329
2,16600,24.634
2,16700,25.013
2,16800,25.223
2,16900,31.024
2,17000,25.6
2,17100,26.057
2,17200,26.375
2,17300,26.589
2,17400,26.88
2,17500,28.811
2,17600,27.226
2,17700,27.335
2,17800,32.666
2,17900,27.595
2,18000,27.618
2,18100,27.795
2,18200,28.443
2,18300,28.621
2,18400,28.65
2,18500,28.823
2,18600,34.151
2,18700,32.602
2,18800,29.008
2,18900,29.384
2,19000,33.568
2,19100,30.526
2,19200,31.412
2,19300,30.467
2,19400,30.522
2,19500,30.412
2,19600,30.459
2,19700,31.663
2,19800,30.78
2,19900,31.046
2,20000,31.983
2,20100,31.932
2,20200,31.868
2,20300,32.752
2,20400,32.318
2,20500,32.463
2,20600,33.201
2,20700,32.901
2,20800,33.228
2,20900,33.181
2,21000,35.938
2,21100,33.364
2,21200,33.597
2,21300,33.682
2,21400,34.145
2,21500,34.368
2,21600,34.008
2,21700,34.956
2,21800,34.771
2,21900,34.628
2,22000,35.642
2,22100,35.155
2,22200,36.017
2,22300,35.855
2,22400,35.358
2,22500,35.416
2,22600,35.472
2,22700,35.995
2,22800,35.88
2,22900,36.609
2,23000,36.514
2,23100,36.861
2,23200,37.986
2,23300,37.399
2,23400,37.189
2,23500,37.046
2,23600,38.861
2,23700,36.797
2,23800,38.213
2,23900,38.361
2,24000,38.403
2,24100,38.377
2,24200,40.728
2,24300,46.31
2,24400,40.188
2,24500,40.296
2,24600,41.693
2,24700,41.314
2,24800,41.78
2,24900,41.673
2,25000,39.522
2,25100,40.716
2,25200,40.451
2,25300,51.11
2,25400,40.487
2,25500,40.427
2,25600,40.137
2,25700,42.05
2,25800,40.466
2,25900,44.612
2,26000,46.503
2,26100,43.314
2,26200,45.593
2,26300,42.255
2,26400,41.962
2,26500,43.133
2,26600,41.951
2,26700,40.861
2,26800,43.076
2,26900,42.672
2,27000,45.402
2,27100,42.05
2,27200,43.993
2,27300,44.633
2,27400,47.008
2,27500,46.111
2,27600,46.47
2,27700,44.095
2,27800,46.87
2,27900,44.388
2,28000,55.782
2,28100,45.939
2,28200,55.352
2,28300,44.059
2,28400,46.02
2,28500,45.268
2,28600,45.681
2,28700,45.705
2,28800,43.994
2,28900,44.77
2,29000,44.533
2,29100,44.906
2,29200,45.831
2,29300,44.992
2,29400,44.258
2,29500,45.617
2,29600,53.937
2,29700,49.101
2,29800,54.196
2,29900,61.942
2,30000,53.795
2,30100,46.425
2,30200,51.937
2,30300,48.147
2,30400,48.929
2,30500,61.607
2,30600,52.665
2,30700,62.613
2,30800,60.994
2,30900,52.653
2,31000,47.531
2,31100,55.714
2,31200,52.08
2,31300,47.3
2,31400,48.157
2,31500,48.626
2,31600,48.211
2,31700,48.45
2,31800,48.979
2,31900,49.589
2,32000,49.426
2,32100,49.653
2,32200,60.18
2,32300,51.034
2,32400,50.729
2,32500,52.699
2,32600,51.449
2,32700,49.059
2,32800,50.945
2,32900,49.335
2,33000,49.669
2,33100,52.017
2,33200,51.045
2,33300,51.189
2,33400,51.441
2,33500,57.16
2,33600,64.259
2,33700,59.974
2,33800,55.594
2,33900,55.184
2,34000,57.792
2,34100,54.833
2,34200,53.342
2,34300,54.634
2,34400,54.619
2,34500,54.915
2,34600,57.008
2,34700,57.79
2,34800,57.146
2,34900,66.576
2,35000,60.561
2,35100,57.281
2,35200,65.741
2,35300,59.173
2,35400,56.176
2,35500,56.365
2,35600,63.348
2,35700,56
2,35800,57.643
2,35900,58.596
2,36000,61.829
2,36100,58.04
2,36200,59.58
2,36300,64.662
2,36400,60.337
2,36500,62.597
2,36600,63.432
2,36700,60.838
2,36800,62.73
2,36900,63.107
2,37000,60.799
2,37100,62.321
2,37200,64.724
2,37300,59.101
2,37400,62.83
2,37500,60.43
2,37600,64.263
2,37700,75.828
2,37800,75.839
2,37900,68.935
2,38000,74.463
2,38100,67.108
2,38200,89.303
2,38300,71.298
2,38400,83.845
2,38500,74.437
2,38600,70.023
2,38700,64.566
2,38800,68.889
2,38900,68.379
2,39000,74.457
2,39100,69.442
2,39200,69.05
2,39300,65.059
2,39400,63.84
2,39500,65.626
2,39600,64.522
2,39700,64.265
2,39800,66.351
2,39900,66.949
2,40000,78.655
2,40100,74.13
2,40200,66.047
2,40300,67.827
2,40400,67.509
2,40500,68.495
2,40600,69.539
2,40700,69.306
2,40800,68.993
2,40900,72.946
2,41000,70.236
2,41100,67.884
2,41200,69.441
2,41300,75.326
2,41400,71.387
2,41500,72.654
2,41600,83.3
2,41700,76.492
2,41800,71.399
2,41900,69.848
2,42000,69.84
2,42100,74.605
2,42200,70.593
2,42300,71.771
2,42400,69.842
2,42500,69.417
2,42600,69.064
2,42700,69.603
2,42800,71.07
2,42900,74.713
2,43000,70.317
2,43100,71.352
2,43200,70.107
2,43300,70.418
2,43400,71.095
2,43500,71.796
2,43600,73.238
2,43700,72.37
2,43800,74.503
2,43900,74.161
2,44000,71.876
2,44100,74.321
2,44200,72.869
2,44300,78.811
2,44400,74.854
2,44500,74.47
2,44600,74.207
2,44700,72.681
2,44800,72.325
2,44900,72.581
2,45000,73.716
2,45100,76.665
2,45200,74.727
2,45300,72.897
2,45400,74.242
2,45500,74.357
2,45600,74.293
2,45700,75.489
2,45800,74.69
2,45900,77.433
2,46000,75.104
2,46100,73.127
2,46200,75.531
2,46300,74.662
2,46400,77.576
2,46500,76.519
2,46600,75.229
2,46700,79.672
2,46800,75.789
2,46900,77.739
2,47000,77.231
2,47100,78.41
2,47200,78.163
2,47300,75.803
2,47400,76.823
2,47500,76.393
2,47600,79.506
2,47700,78.019
2,47800,77.333
2,47900,78.435
2,48000,80.509
2,48100,77.408
2,48200,78.045
2,48300,80.261
2,48400,77.562
2,48500,82.735
2,48600,77.988
2,48700,79.293
2,48800,78.773
2,48900,83.177
2,49000,85.308
2,49100,79.317
2,49200,80.64
2,49300,84.05
2,49400,81.115
2,49500,82.631
2,49600,82.39
2,49700,83.394
2,49800,81.237
2,49900,81.243
2,50000,80.865
2,50100,80.27
2,50200,82.799
2,50300,80.693
2,50400,82.41
2,50500,84.596
2,50600,81.335
2,50700,83.783
2,50800,90.653
2,50900,81.41
2,51000,80.664
2,51100,83.877
2,51200,81.47
2,51300,81.178
2,51400,83.199
2,51500,81.994
2,51600,83.537
2,51700,86.538
2,51800,84.459
2,51900,87.022
2,52000,88.811
2,52100,87.903
2,52200,85.024
2,52300,86.597
2,52400,84.252
2,52500,88.311
2,52600,85.104
2,52700,84.696
2,52800,88.708
2,52900,87.122
2,53000,88.415
2,53100,86.275
2,53200,88.58
2,53300,88.359
2,53400,93.973
2,53500,86.461
2,53600,88.841
2,53700,96.452
2,53800,90.413
2,53900,94
2,54000,85.929
2,54100,86.529
2,54200,85.486
2,54300,94.011
2,54400,106.371
2,54500,127.121
2,54600,110.287
2,54700,110.33
2,54800,101.812
2,54900,99.917
2,55000,110.193
2,55100,122.305
2,55200,131.207
2,55300,114.238
2,55400,128.713
2,55500,121.111
2,55600,117.933
2,55700,99.876
2,55800,91.235
2,55900,101.287
2,56000,104.083
2,56100,132.145
2,56200,99.374
2,56300,116.953
2,56400,106.925
2,56500,109.879
2,56600,105.936
2,56700,121.224
2,56800,122.78
2,56900,123.862
2,57000,105.447
2,57100,111.384
2,57200,106.032
2,57300,99.152
2,57400,109.883
2,57500,132.14
2,57600,125.897
2,57700,101.803
2,57800,102.018
2,57900,104.621
2,58000,115.153
2,58100,117.414
2,58200,110.56
2,58300,142.388
2,58400,116.447
2,58500,103.622
2,58600,113.72
2,58700,110.146
2,58800,112.29
2,58900,107.406
2,59000,101.748
2,59100,100.902
2,59200,98.115
2,59300,98.554
2,59400,115.206
2,59500,110.422
2,59600,106.296
2,59700,126.034
2,59800,120.408
2,59900,112.073
2,60000,115.102
2,60100,103.647
2,60200,103.996
2,60300,109.234
2,60400,120.969
2,60500,121.871
2,60600,114.366
2,60700,126.595
2,60800,136.393
2,60900,128.609
2,61000,98.266
2,61100,95.705
2,61200,105.665
2,61300,111.299
2,61400,105.749
2,61500,94.452
2,61600,95.591
2,61700,103.948
2,61800,113.07
2,61900,101.272
2,62000,109.879
2,62100,99.025
2,62200,103.492
2,62300,105.891
2,62400,96.321
2,62500,96.629
2,62600,100.095
2,62700,105.967
2,62800,112.264
2,62900,98.293
2,63000,96.531
2,63100,96.866
2,63200,97.597
2,63300,99.271
2,63400,96.61
2,63500,95.729
2,63600,100.578
2,63700,98.108
2,63800,101.479
2,63900,97.755
2,64000,97.519
2,64100,98.356
2,64200,97.988
2,64300,98.123
2,64400,97.668
2,64500,97.969
2,64600,101.699
2,64700,98.67
2,64800,98.939
2,64900,99.702
2,65000,97.746
2,65100,98.598
2,65200,99.786
2,65300,108.36
2,65400,100.559
2,65500,99.803
2,65600,113.009
2,65700,110.024
2,65800,107.756
2,65900,110.559
2,66000,122.573
2,66100,114.506
2,66200,115.124
2,66300,105.438
2,66400,105.251
2,66500,117.404
2,66600,116.121
2,66700,107.951
2,66800,106.625
2,66900,104.288
2,67000,105.948
2,67100,109.995
2,67200,105.01
2,67300,114.931
2,67400,116.883
2,67500,109.825
2,67600,105.866
2,67700,107.285
2,67800,106.903
2,67900,106.8
2,68000,106.533
2,68100,113.531
2,68200,115.98
2,68300,122.374
2,68400,116.947
2,68500,113.14
2,68600,113.983
2,68700,130.176
2,68800,124.304
2,68900,110.345
2,69000,115.654
2,69100,120.079
2,69200,122.337
2,69300,117.802
2,69400,113.735
2,69500,111.316
2,69600,112.735
2,69700,114.037
2,69800,112.388
2,69900,111.234
2,70000,117.051
2,70100,122.879
2,70200,121.944
2,70300,112.32
2,70400,111.893
2,70500,113.345
2,70600,119.624
2,70700,124.093
2,70800,117.926
2,70900,118.164
2,71000,116.608
2,71100,129.048
2,71200,130.974
2,71300,127.737
2,71400,127.661
2,71500,116.103
2,71600,114.957
2,71700,115.924
2,71800,117.885
2,71900,120.092
2,72000,115.737
2,72100,119.913
2,72200,116.192
2,72300,117.774
2,72400,119.147
2,72500,117.607
2,72600,118.34
2,72700,119.414
2,72800,118.087
2,72900,118.272
2,73000,118.13
2,73100,118.554
2,73200,123.255
2,73300,118.521
2,73400,119.935
2,73500,120.124
2,73600,120.158
2,73700,121.288
2,73800,119.731
2,73900,120.046
2,74000,120.25
2,74100,120.177
2,74200,123.884
2,74300,121
2,74400,120.797
2,74500,120.036
2,74600,120.794
2,74700,120.175
2,74800,122.122
2,74900,123.456
2,75000,121.261
2,75100,121.792
2,75200,126.065
2,75300,123.157
2,75400,124.187
2,75500,121.404
2,75600,122.522
2,75700,125.588
